"","X","Attrition","Age","DistanceFromHome","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_No","BusinessTravel_Travel_Frequently","BusinessTravel_Non-Travel","Department_Research & Development","Department_Human Resources","EducationField_Other","EducationField_Medical","EducationField_Marketing","EducationField_Technical Degree","EducationField_Human Resources","Gender_Male","JobRole_Research Scientist","JobRole_Laboratory Technician","JobRole_Manufacturing Director","JobRole_Healthcare Representative","JobRole_Manager","JobRole_Sales Representative","JobRole_Research Director","JobRole_Human Resources","MaritalStatus_Married","MaritalStatus_Divorced","OverTime_No","predicted_value"
"1118","1118","No","0.380952380952381","0","0.75","0.333333333333333","0.666666666666667","0.25","1","0.235650342285413","1","0.428571428571429","0","0.333333333333333","0.333333333333333","0.225","0.5","0.333333333333333","0.05","0.111111111111111","0.133333333333333","0.0588235294117647","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1119","1119","No","0.19047619047619","0.0714285714285714","0.5","0","0.666666666666667","0","1","0.0553975776724592","0.111111111111111","0.714285714285714","1","0","0","0.025","0.833333333333333","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","No"
"1124","1124","No","0.404761904761905","0.321428571428571","0.75","0","0.666666666666667","0.25","0.666666666666667","0.270300157977883","0.333333333333333","0.357142857142857","0","0.666666666666667","0","0.25","0.666666666666667","0.666666666666667","0.125","0.111111111111111","0","0.235294117647059","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","No"
"1125","1125","No","0.5","0.178571428571429","0.5","1","1","0.5","0.666666666666667","0.380621379673512","0.222222222222222","0","0","0","0.333333333333333","0.275","0.5","0.666666666666667","0.175","0.333333333333333","0.466666666666667","0.352941176470588","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"1128","1128","No","0.119047619047619","0.321428571428571","0.5","1","1","0","0.666666666666667","0.0560294892048447","0.222222222222222","0.357142857142857","0","1","0.333333333333333","0.1","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1133","1133","No","0.523809523809524","0.464285714285714","0.25","1","0.666666666666667","0.25","0","0.191153238546603","0.111111111111111","0.285714285714286","0","0.666666666666667","0.333333333333333","0.125","0.333333333333333","0.666666666666667","0.125","0.222222222222222","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"1134","1134","No","0.595238095238095","0.928571428571429","0.5","1","1","0","0.333333333333333","0.203633491311216","0.555555555555556","0.0714285714285714","0","0.666666666666667","0.333333333333333","0.2","0","0.666666666666667","0.15","0.222222222222222","0","0.117647058823529","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"1137","1137","Yes","0.238095238095238","0.821428571428571","0.5","0.666666666666667","0.666666666666667","0","0.333333333333333","0.0736703528172722","0.111111111111111","0.428571428571429","0","0.666666666666667","1","0.025","0.5","0.666666666666667","0.025","0.0555555555555556","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","Yes"
"1138","1138","No","0.0952380952380952","0.892857142857143","0.25","0.333333333333333","0.333333333333333","0","0.666666666666667","0.0950500263296472","0.111111111111111","0.214285714285714","0","0.333333333333333","0","0.1","0.333333333333333","0.333333333333333","0.1","0.111111111111111","0.0666666666666667","0.176470588235294","1","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","No"
"1144","1144","No","0.642857142857143","0.892857142857143","0.5","0","0.333333333333333","0.25","0","0.177777777777778","0.111111111111111","0.285714285714286","0","0","0.333333333333333","0.25","0.333333333333333","0.666666666666667","0.25","0.388888888888889","0.266666666666667","0.294117647058824","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"1146","1146","No","0.428571428571429","0.392857142857143","0.75","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.192417061611374","1","0.0714285714285714","0","0.333333333333333","0.666666666666667","0.175","0.333333333333333","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.0588235294117647","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","No"
"1150","1150","No","0.214285714285714","0.642857142857143","0.5","1","0.333333333333333","0","0","0.160979462875197","0.111111111111111","0","0","0","0.666666666666667","0.175","0.5","0.666666666666667","0.175","0.388888888888889","0","0.411764705882353","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"1153","1153","No","0.0714285714285714","0.142857142857143","0","0.666666666666667","0.666666666666667","0","1","0.11100579252238","0.111111111111111","0.5","0","0.666666666666667","0","0.075","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"1156","1156","No","0.5","0.0714285714285714","0.25","0.666666666666667","0.333333333333333","0.25","0.666666666666667","0.108478146392838","0","0.285714285714286","0","1","0.333333333333333","0.275","0.5","0.666666666666667","0.25","0.444444444444444","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"1159","1159","No","0.452380952380952","0.642857142857143","0.5","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.250605581885203","0.333333333333333","0.428571428571429","0","0","1","0.225","0.333333333333333","0.333333333333333","0.1","0.166666666666667","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","No"
"1161","1161","No","0.642857142857143","0.0357142857142857","0.25","1","0.333333333333333","0.25","1","0.250710900473934","0.111111111111111","0.571428571428571","0","0","0.666666666666667","0.25","0.5","0.666666666666667","0.25","0.388888888888889","0.2","0.529411764705882","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","No"
"1162","1162","No","0.476190476190476","0.0357142857142857","0.25","1","0.333333333333333","0.5","0.666666666666667","0.355292259083728","0.333333333333333","0.571428571428571","0","1","0.333333333333333","0.25","1","1","0.125","0.222222222222222","0","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","No"
"1165","1165","No","0.523809523809524","0.535714285714286","0.5","0.666666666666667","0.666666666666667","0.5","1","0.365244865718799","0.666666666666667","0.285714285714286","0","1","0","0.45","0.333333333333333","0.333333333333333","0.1","0.111111111111111","0.2","0.176470588235294","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","No"
"1173","1173","No","0.261904761904762","0.321428571428571","0.5","0.666666666666667","0.333333333333333","0.25","0.666666666666667","0.255924170616114","1","0","0","0.666666666666667","0","0.2","0.333333333333333","0.666666666666667","0.125","0.111111111111111","0.0666666666666667","0.235294117647059","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"1174","1174","No","0.428571428571429","0.142857142857143","0.75","0.333333333333333","0.666666666666667","0.5","0","0.368562401263823","0.444444444444444","0.0714285714285714","0","0.666666666666667","0.666666666666667","0.225","1","0.666666666666667","0.075","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"1177","1177","No","0.738095238095238","0.75","0.75","0","0.666666666666667","0.75","0.333333333333333","0.811163770405477","0.333333333333333","0.357142857142857","0","0.333333333333333","0.666666666666667","0.675","0.333333333333333","0.666666666666667","0.1","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","No"
"1185","1185","No","0.857142857142857","0.75","1","0.333333333333333","0.666666666666667","0.75","0.666666666666667","0.864507635597683","0.333333333333333","1","1","0.666666666666667","0.333333333333333","0.9","1","0.666666666666667","0.25","0.444444444444444","0.266666666666667","0.411764705882353","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","No"
"1189","1189","No","0.261904761904762","0.142857142857143","0.5","0","0.333333333333333","0.25","0.333333333333333","0.167351237493418","0.111111111111111","0.142857142857143","0","0.333333333333333","0.333333333333333","0.25","0.5","0.333333333333333","0.25","0","0","0.529411764705882","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","No"
"1193","1193","No","0.738095238095238","0.535714285714286","0.5","1","0.666666666666667","0","0","0.0830963665086888","0.444444444444444","0.357142857142857","0","0.333333333333333","0.333333333333333","0.425","0.333333333333333","0.333333333333333","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","No"
"1195","1195","No","0.69047619047619","0.0357142857142857","0.75","0.333333333333333","1","0.75","0.333333333333333","0.787941021590311","0.666666666666667","0.214285714285714","0","0.666666666666667","1","0.725","0.333333333333333","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","No"
"1199","1199","No","0.357142857142857","0.535714285714286","0.5","0.666666666666667","0.666666666666667","0.25","1","0.229541864139021","0.111111111111111","1","1","0.666666666666667","0.333333333333333","0.175","0.333333333333333","0.666666666666667","0.15","0.277777777777778","0.0666666666666667","0.117647058823529","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","No"
"1201","1201","No","0.619047619047619","0","0.5","0.666666666666667","0.666666666666667","0","1","0.115113217482886","0.444444444444444","0.5","0","0","1","0.2","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","No"
"1203","1203","No","0.476190476190476","0.107142857142857","0.25","1","0.666666666666667","0","0.666666666666667","0.120958399157451","0.777777777777778","0.571428571428571","0","1","0.333333333333333","0.175","0.833333333333333","0.333333333333333","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"1205","1205","Yes","0.714285714285714","0.214285714285714","0.25","1","0.666666666666667","0","0.666666666666667","0.0866771985255398","0.222222222222222","0","0","0.666666666666667","0.666666666666667","0.475","0.5","0.666666666666667","0.225","0.388888888888889","0.466666666666667","0.411764705882353","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","Yes"
"1207","1207","No","0.19047619047619","0.214285714285714","0.5","1","0.666666666666667","0","1","0.082201158504476","0.111111111111111","0.642857142857143","1","0.666666666666667","0","0.175","0.833333333333333","0.666666666666667","0.175","0.388888888888889","0.333333333333333","0.411764705882353","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"1215","1215","No","0.619047619047619","0.0357142857142857","0.5","0.666666666666667","1","0.5","1","0.361769352290679","0.111111111111111","0.571428571428571","0","0.333333333333333","0.333333333333333","0.225","0.333333333333333","0.666666666666667","0.2","0.388888888888889","0.4","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","No"
"1216","1216","No","0.404761904761905","0.0357142857142857","0.75","0","0.333333333333333","0","1","0.206477093206951","0","0.214285714285714","0","0.666666666666667","0","0.15","0.333333333333333","1","0.125","0.222222222222222","0.0666666666666667","0.235294117647059","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","No"
"1219","1219","No","0.547619047619048","0.178571428571429","0.5","1","0.666666666666667","0.5","0.666666666666667","0.43349131121643","0.111111111111111","0.0714285714285714","0","0.333333333333333","0","0.25","0.5","0.666666666666667","0.25","0.444444444444444","0.533333333333333","0.411764705882353","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"1222","1222","No","0.642857142857143","0","0","0.666666666666667","0.333333333333333","0.5","0.666666666666667","0.512848867825171","0.333333333333333","0.857142857142857","1","1","0.333333333333333","0.625","0.5","0.333333333333333","0.575","0.833333333333333","0.933333333333333","0.235294117647059","1","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","No"
"1224","1224","Yes","0.69047619047619","0.285714285714286","0.5","0.666666666666667","0","0.75","0.666666666666667","0.628067403896788","0.777777777777778","0","0","0.666666666666667","0","0.625","0.5","0","0.575","0.277777777777778","0.933333333333333","0.588235294117647","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","Yes"
"1226","1226","No","0.642857142857143","0.964285714285714","0.25","1","0.333333333333333","0.75","0.333333333333333","0.826487625065824","0.111111111111111","0","0","0.666666666666667","0","0.525","0.333333333333333","0.666666666666667","0.525","0.333333333333333","0.533333333333333","0.352941176470588","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","No"
"1229","1229","No","0.547619047619048","0.107142857142857","0.5","0.666666666666667","0","0.25","0.333333333333333","0.285466034755134","0.666666666666667","0.571428571428571","0","0.333333333333333","0.333333333333333","0.25","0.666666666666667","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","No"
"1230","1230","No","0.523809523809524","0.25","0.25","0.333333333333333","0.666666666666667","0.25","0","0.289994734070563","0.222222222222222","0.357142857142857","0","0.333333333333333","0.333333333333333","0.45","0.5","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","No"
"1234","1234","No","0.285714285714286","0.535714285714286","0","0.333333333333333","0.666666666666667","0","1","0.0975776724591891","0.111111111111111","0.0714285714285714","0","0.333333333333333","0.333333333333333","0.25","0.333333333333333","0.333333333333333","0.25","0","0","0.470588235294118","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1239","1239","No","0.119047619047619","0.107142857142857","0","0.666666666666667","0.666666666666667","0","0.333333333333333","0.120379146919431","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0.075","0.5","0","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","No"
"1241","1241","No","0.5","0","0.5","1","0.666666666666667","0.25","1","0.287677725118483","0.111111111111111","0.285714285714286","0","1","0.333333333333333","0.225","0.333333333333333","0.666666666666667","0.225","0.444444444444444","0.333333333333333","0.470588235294118","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","No"
"1247","1247","Yes","0.285714285714286","0.25","0.5","0.666666666666667","0.333333333333333","0","1","0.0616640337019484","0.666666666666667","0","0","0.666666666666667","0.333333333333333","0.15","0","0.333333333333333","0.1","0.111111111111111","0.0666666666666667","0.117647058823529","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","Yes"
"1249","1249","No","0.214285714285714","0.25","0.5","0.666666666666667","0.666666666666667","0","1","0.12827804107425","0.111111111111111","0","0","0.666666666666667","0","0.15","0.833333333333333","0.333333333333333","0.15","0.111111111111111","0.0666666666666667","0.235294117647059","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","No"
"1254","1254","No","0.357142857142857","0.0357142857142857","0.5","1","0.666666666666667","0.25","0.333333333333333","0.217904160084255","0.888888888888889","0.285714285714286","0","1","0","0.325","0.333333333333333","0.333333333333333","0.275","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No"
"1258","1258","Yes","0.30952380952381","0.535714285714286","0.75","0","0.666666666666667","0.5","0.666666666666667","0.376619273301738","0.222222222222222","0.142857142857143","0","0","1","0.25","0.333333333333333","0.666666666666667","0.025","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"1261","1261","No","0.333333333333333","0.142857142857143","0.75","0.333333333333333","0.666666666666667","0","0.333333333333333","0.0899947340705635","0.222222222222222","0.214285714285714","0","0.333333333333333","0","0.3","0.5","0.666666666666667","0.175","0.388888888888889","0","0.411764705882353","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"1262","1262","No","0.476190476190476","0.607142857142857","0.5","0.333333333333333","0","0.25","1","0.252869931542917","0.333333333333333","0.357142857142857","0","0.666666666666667","0.333333333333333","0.375","0.333333333333333","0.666666666666667","0.025","0","0.0666666666666667","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","No"
"1263","1263","Yes","0.595238095238095","0.571428571428571","0.5","0.666666666666667","0.333333333333333","0","0.666666666666667","0.0751974723538705","1","0.357142857142857","0","1","0.333333333333333","0.15","0.666666666666667","0.666666666666667","0.025","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","Yes"
"1267","1267","No","0.547619047619048","0.285714285714286","0.75","0.666666666666667","0.666666666666667","0","0","0.067403896787783","0.111111111111111","0.642857142857143","1","0.333333333333333","0.666666666666667","0.125","0.333333333333333","0.666666666666667","0.125","0.166666666666667","0","0.235294117647059","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"1272","1272","Yes","0.0714285714285714","0.214285714285714","0","0.333333333333333","0.666666666666667","0","0.333333333333333","0.0879410215903107","0.111111111111111","0.142857142857143","0","0.333333333333333","0","0.025","0.5","0.666666666666667","0.025","0","0.0666666666666667","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","Yes"
"1273","1273","No","0.476190476190476","0.178571428571429","0.25","1","0.333333333333333","0","0.666666666666667","0.141811479726172","0.111111111111111","0","0","0.333333333333333","0.333333333333333","0.125","0.5","0.666666666666667","0.125","0.222222222222222","0","0.235294117647059","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"1274","1274","Yes","0.0952380952380952","0.25","0","0.666666666666667","0.666666666666667","0","0","0.0731437598736177","0.111111111111111","0.428571428571429","0","0.666666666666667","0","0.025","1","0.666666666666667","0.025","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","Yes"
"1284","1284","No","0.238095238095238","0","0.5","0.666666666666667","0.666666666666667","0","1","0.0545023696682464","0.111111111111111","0","0","0.666666666666667","0.333333333333333","0.125","1","1","0.125","0.166666666666667","0","0.176470588235294","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1285","1285","No","0.5","0.321428571428571","0","0.666666666666667","0.666666666666667","0.5","0.666666666666667","0.655871511321748","0.777777777777778","0.714285714285714","1","0.666666666666667","0","0.225","0.5","0.666666666666667","0.1","0.166666666666667","0.133333333333333","0.117647058823529","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","No"
"1288","1288","No","0.571428571428571","0.428571428571429","0.5","0.333333333333333","1","0.25","0","0.238493944181148","0.555555555555556","0.5","0","0.666666666666667","0.666666666666667","0.25","0.333333333333333","0.333333333333333","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","No"
"1294","1294","No","0.595238095238095","0.285714285714286","0.5","0","0.666666666666667","0","0.666666666666667","0.0752501316482359","0.444444444444444","0.142857142857143","0","0.666666666666667","0","0.175","0.333333333333333","0.333333333333333","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"1295","1295","No","0.547619047619048","0.142857142857143","0.5","0.333333333333333","1","0.25","0.333333333333333","0.308636124275935","0.333333333333333","0.0714285714285714","0","0","0","0.275","0.5","0","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"1296","1296","No","0.547619047619048","0.107142857142857","0","0.666666666666667","0.666666666666667","0.5","0.666666666666667","0.496998420221169","0","0.142857142857143","0","1","0.333333333333333","0.575","0.5","1","0.55","0.777777777777778","0.866666666666667","0.294117647058824","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","No"
"1303","1303","No","0.404761904761905","0.785714285714286","0.75","0.333333333333333","0","0","0.666666666666667","0.0893101632438125","0","0.357142857142857","0","0.333333333333333","0.333333333333333","0.15","0.333333333333333","1","0.125","0.222222222222222","0","0.176470588235294","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","No"
"1304","1304","No","0.69047619047619","0.107142857142857","0.5","0.666666666666667","0.333333333333333","0.5","0.333333333333333","0.490995260663507","0.888888888888889","0.0714285714285714","0","0.666666666666667","0.333333333333333","0.7","0.666666666666667","0.666666666666667","0.55","0.611111111111111","0.933333333333333","0.588235294117647","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","No"
"1307","1307","No","0.30952380952381","0.214285714285714","0.75","0","0.666666666666667","0.5","0","0.45434439178515","0.222222222222222","0.214285714285714","0","1","0.666666666666667","0.225","0.5","0.666666666666667","0.075","0.111111111111111","0.133333333333333","0.117647058823529","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"1314","1314","Yes","0.261904761904762","0.428571428571429","0.5","0","0.333333333333333","0","0","0.069826224328594","0.444444444444444","0.285714285714286","0","1","1","0.1","0.5","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","Yes"
"1315","1315","No","0.642857142857143","0.0357142857142857","0.75","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.218272775144813","0.444444444444444","0.785714285714286","1","0.333333333333333","0.666666666666667","0.25","0.5","1","0.2","0.388888888888889","0.333333333333333","0.411764705882353","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"1316","1316","No","0.428571428571429","0.0357142857142857","0.75","1","0.666666666666667","0.25","0.333333333333333","0.313480779357557","0.444444444444444","0.785714285714286","1","1","0.333333333333333","0.375","0.333333333333333","0.666666666666667","0.025","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","No"
"1321","1321","No","0.571428571428571","0.321428571428571","0.75","0.666666666666667","0.666666666666667","0","0.666666666666667","0.101474460242233","0.333333333333333","0.785714285714286","1","0.333333333333333","0.666666666666667","0.25","0.166666666666667","0.333333333333333","0.15","0.166666666666667","0.2","0.176470588235294","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1331","1331","No","0.595238095238095","0.178571428571429","0.5","0","0.333333333333333","1","0.666666666666667","0.968035808320169","0.777777777777778","0.142857142857143","0","1","0","0.525","0.333333333333333","0.666666666666667","0.4","0.666666666666667","0.4","0.823529411764706","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","No"
"1336","1336","No","0.5","0.642857142857143","0.75","1","0.666666666666667","0.25","1","0.152343338599263","0.888888888888889","0.214285714285714","0","0.333333333333333","1","0.175","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"1339","1339","Yes","0.285714285714286","0.285714285714286","0.5","0.333333333333333","0.666666666666667","0","1","0.0037914691943128","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0.025","0.5","0.333333333333333","0.025","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","Yes"
"1342","1342","No","0.30952380952381","0.678571428571429","0.5","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.167877830437072","0.111111111111111","0","0","0","0.333333333333333","0.25","0.333333333333333","0.666666666666667","0.25","0.444444444444444","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"1343","1343","No","0.380952380952381","0.107142857142857","0.5","0.666666666666667","0.666666666666667","0.5","1","0.458346498156925","0.222222222222222","0.142857142857143","0","1","1","0.225","0.5","0.666666666666667","0.125","0.166666666666667","0.0666666666666667","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","No"
"1350","1350","No","0.19047619047619","0","0.25","0.333333333333333","0.333333333333333","0","0.666666666666667","0.101316482359136","0.111111111111111","0.142857142857143","0","0.666666666666667","0.333333333333333","0.025","0.5","0.333333333333333","0.025","0","0.0666666666666667","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","No"
"1352","1352","No","0.714285714285714","0.75","0.5","1","0.666666666666667","0.75","1","0.851237493417588","0.333333333333333","0","0","0.333333333333333","0.333333333333333","0.6","0.5","0.666666666666667","0.55","0.944444444444444","0.266666666666667","0.411764705882353","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","No"
"1355","1355","Yes","0.904761904761905","0.821428571428571","0.25","0","0.666666666666667","0","1","0.0830963665086888","0.111111111111111","0.357142857142857","0","1","0","0.125","0.5","0.666666666666667","0.1","0.111111111111111","0.0666666666666667","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","Yes"
"1356","1356","No","0.428571428571429","0.571428571428571","0.25","0.666666666666667","0.333333333333333","0.25","0.333333333333333","0.236861506055819","0.222222222222222","0.357142857142857","0","0.666666666666667","0.666666666666667","0.3","0.166666666666667","0","0.1","0.111111111111111","0.0666666666666667","0.176470588235294","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"1357","1357","No","0.547619047619048","0.25","0.5","0.666666666666667","0.666666666666667","0.25","0.333333333333333","0.178199052132701","0.555555555555556","0.714285714285714","1","0.666666666666667","0.333333333333333","0.35","0.5","0.666666666666667","0.125","0.222222222222222","0.0666666666666667","0.235294117647059","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"1358","1358","No","0.571428571428571","0.178571428571429","0.5","0.666666666666667","0.666666666666667","0.5","0","0.649763033175355","1","0.142857142857143","0","0.333333333333333","0.333333333333333","0.45","0.5","1","0.325","0.388888888888889","0.333333333333333","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","No"
"1361","1361","No","0.30952380952381","0.107142857142857","0.5","0","1","0","0.666666666666667","0.156345444971037","0.888888888888889","0.0714285714285714","0","0.333333333333333","0.333333333333333","0.1","0","0.333333333333333","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","No"
"1363","1363","No","0.642857142857143","0","0.75","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.23117430226435","0.444444444444444","0.0714285714285714","0","0.666666666666667","0","0.3","0.5","0.666666666666667","0.1","0.111111111111111","0","0.176470588235294","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
